,spot_1,spot_2,spot_3,spot_4,spot_5,spot_6,spot_7,spot_8,spot_9,spot_10,spot_11,spot_12,spot_13,spot_14,spot_15,spot_16,spot_17,spot_18,spot_19,spot_20,spot_21,spot_22,spot_23,spot_24,spot_25,spot_26,spot_27,spot_28,spot_29,spot_30
PLAUR,2.04913288,4.674701774,2.972932508,9.980893475,5.957616375,5.500224943,5.584964961,1.349851911,10.71679014,4.267285207,6.860228714,5.609485389,2.904710612,0,8.412912346,6.461380889,9.042102703,4.74170918,7.77480486,2.767107005,5.343725149,4.197123756,3.643910175,4.971481793,6.255942628,7.932793023,7.299844536,3.683676203,8.080603088,4.885087304
PLBD1,2.04913288,0,0,0,0,0,0,3.233060073,0,1.883208162,0,1.349851911,3.677161205,0,0,2.04913288,0,0,1.883208162,0,0,1.883208162,1.883208162,0,0,2.04913288,0,1.793953043,0,0
PLCG2,2.476096955,1.451467892,5.037954716,0,2.476096955,0.952413967,0,2.337320517,3.787277903,0,0.952413967,2.476096955,1.451467892,2.337320517,4.899178278,2.56185776,2.535559563,0,1.449957386,1.084091671,1.084091671,2.228653383,1.449957386,0,1.449957386,3.428510922,3.645949431,2.337320517,2.402371353,3.340553757
PLCL2,0,1.202427021,0,0,1.202427021,2.575009502,0,0,0,1.202427021,1.372582481,1.202427021,0,0,0,0,0,0,0,0,1.202427021,0,0,0,0,1.372582481,0,1.202427021,1.372582481,0
PLD2,2.18684517,0,0,0,1.683015333,2.18684517,2.18684517,0,0,0,1.923929732,0,0,1.923929732,2.18684517,2.18684517,1.084091671,1.923929732,1.683015333,4.953952175,1.084091671,2.965541166,0,1.683015333,0,2.18684517,1.084091671,0,4.110774902,0.778695996
PLD3,2.476096955,1.629892482,2.476096955,5.421634217,2.476096955,3.375739424,3.827157221,2.187078796,0,3.534583531,0.952413967,2.476096955,1.629892482,6.183477565,2.864681732,2.423325457,2.744814161,0,3.781555793,3.707289651,1.520210854,0.778695996,3.350385461,1.732019974,2.4335114,6.293192654,3.707289651,2.556952485,3.909037248,3.466634078
PLEC,1.978389099,1.924451223,1.978389099,0,4.307415261,3.163717435,4.560096442,0,8.33907999,1.791134954,6.470570132,1.978389099,1.924451223,1.791134954,0,1.791134954,4.253477385,0,4.218918875,0,4.560096442,1.449957386,1.449957386,0,1.449957386,3.35097158,2.329026162,2.768961489,2.822539867,4.560096442
PLEK,5.525363558,7.70358997,5.525363558,9.827300061,7.26455493,5.816238596,7.907888896,5.402115233,7.263813698,10.45236151,4.48162692,8.193953409,3.423845524,5.419369947,3.318633393,2.423325457,3.869041086,2.291140802,5.318998472,3.587026121,1.202427021,5.854796291,2.243390362,2.291140802,6.422881186,3.318633393,3.587026121,2.996380064,5.318998472,8.078229428
PLEKHA1,1.766007652,2.082868054,4.238419497,2.028423449,0,0,4.238419497,2.082868054,0,0,0,0,0,2.082868054,2.028423449,2.472411845,0,0,0,0,1.766007652,1.766007652,2.082868054,0,0,0,2.028423449,2.028423449,0,0
PLEKHA2,4.098004441,6.664179606,3.503804715,4.749339658,3.503804715,5.773734882,0.952409493,0,0,7.110402722,2.69059968,2.69059968,7.98640059,3.467393549,2.405652213,3.560808754,8.049295068,1.453242721,5.034287124,3.60920767,3.015007943,0.778695996,1.930916272,1.930916272,4.456214208,0.952409493,5.952895114,1.930916272,2.69059968,6.057360096
PLEKHA3,0,1.202427021,0,0,1.202427021,1.202427021,0,0,0,1.202427021,0,1.202427021,0,0,0,0,0,0,0,0,1.202427021,0,0,0,0,0,0,1.202427021,0,0
PLEKHA5,0,0,0,0,1.683015333,0,0,2.905621264,1.449957386,2.905621264,0,0,2.905621264,0,0,0,1.520210854,0,6.038593984,3.203226188,1.520210854,4.35557865,4.35557865,1.683015333,1.449957386,0,1.520210854,0,1.449957386,0
PLEKHB2,1.572888443,3.554343705,4.134746203,4.51415709,1.572888443,4.454167371,0,3.233060073,2.109581509,5.350601712,4.063280267,3.459433421,7.23150491,10.17784572,2.56185776,5.374224576,3.008542894,2.421479713,4.440160648,3.041296276,3.193673181,1.883208162,5.622634982,3.689224578,2.755362777,1.641800555,3.645949431,4.350905528,7.904881751,5.638837201
PLEKHF2,3.767821188,1.451467892,3.767821188,2.670848471,2.04938221,0.793432976,0.952409493,0,0,3.001791702,0,1.718438978,1.451467892,2.04938221,0.952409493,0.793432976,1.451467892,0,0,0,0,1.718438978,0.793432976,0,3.795224678,0.952409493,0,0,0,2.511871954
PLEKHG2,0,1.567981129,0,1.567981129,0,1.372582481,0,4.220528679,2.337320517,1.883208162,1.372582481,0,1.883208162,2.337320517,2.337320517,0,1.567981129,0,3.451189291,0,0,1.883208162,1.883208162,0,0,1.372582481,1.567981129,2.337320517,1.372582481,0
PLEKHJ1,0,0,2.56185776,0,0,2.232438991,0,0,3.559538896,0,2.232438991,2.109581509,0,0,2.56185776,2.56185776,0,0,1.449957386,0,2.109581509,1.449957386,1.449957386,0,1.449957386,2.232438991,2.56185776,0,5.791977886,2.56185776
PLEKHM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778695996,0,0,0,0,0,0,0,0.778695996
PLEKHM2,0,6.474273512,2.525708293,5.777453472,3.567854704,7.269481317,0,0,6.341093363,3.392913139,2.190486118,3.392913139,4.534603094,0,3.412025788,2.423325457,6.684828749,1.453242721,5.599226572,3.609799964,2.286518692,1.449957386,2.243390362,0,4.769098655,1.958783068,1.084091671,1.202427021,5.599226572,2.246675696
PLEKHO1,6.861196336,6.04185612,1.301986261,10.02089428,5.849628604,15.44674885,10.36240555,6.465554963,8.47073882,2.743544446,2.898561702,4.571004985,8.162499075,1.791134954,9.830911599,7.177919392,6.280990455,6.430426964,4.523808397,7.154621883,11.04506781,8.530105853,6.48222857,4.403615608,7.322802046,9.783247258,5.088223158,1.426217169,9.772649044,5.289639428
PLEKHO2,0,0,2.472411845,0,1.838401715,1.745846943,2.472411845,0,5.579499903,0,5.081956484,0,0,0,0,3.265844821,2.922493386,2.291140802,1.449957386,1.084091671,1.084091671,2.228653383,2.243390362,2.291140802,2.243390362,0.952413967,2.922493386,0,2.402371353,1.572128972
PLGRKT,2.373881558,5.394343462,0,3.020461904,0,1.791134954,1.791134954,1.726332711,1.791134954,4.165016512,0,1.726332711,0,6.537929569,2.373881558,4.165016512,0,1.726332711,3.020461904,0,1.791134954,1.726332711,0,0,3.020461904,1.726332711,0,0,2.373881558,4.811596858
PLIN2,11.34570663,12.86900421,17.52040642,15.83292115,18.7924012,13.6547659,15.72514096,4.872768038,21.7451435,12.33617008,12.33352417,14.32383008,10.21167924,9.726693565,13.50106978,14.04247022,16.73136455,11.83406793,16.27406502,10.61489509,16.02686706,8.857845744,11.23602343,7.396022028,18.70485297,15.45290651,10.61382747,16.04770918,13.31014347,19.24861594
PLIN3,0,4.590388228,0,1.640078425,0,3.199939268,3.823960361,2.337320517,3.787277903,1.640078425,0,0,2.406506292,2.337320517,3.977398942,3.199939268,1.520210854,0,1.449957386,1.520210854,1.520210854,2.228653383,2.243390362,0,3.883468787,1.640078425,1.520210854,2.337320517,1.449957386,1.572128972
PLK3,0,0,0,1.224603307,1.838401715,0.952413967,0,0,1.838401715,0,2.790815682,0,0,0,1.224603307,0,3.063005023,0,1.224603307,0,0,0,0,0,0,2.177017274,1.838401715,0,2.177017274,0
PLOD1,0,0,0,1.224603307,0,1.439315501,0,0,1.920170311,0,0,0,0,0,1.224603307,1.439315501,2.308694978,0,3.144773619,1.084091671,1.084091671,1.920170311,3.359485813,0,3.359485813,1.224603307,1.084091671,0,3.144773619,1.439315501
PLP2,5.643775167,5.106886385,7.108707542,6.467663079,8.651961719,11.01296148,3.093121215,4.021245101,1.791134954,5.554509515,6.709761957,8.410299354,4.658570699,5.920975882,3.207102807,2.973609288,6.712026079,8.154453029,4.747438604,5.527539942,4.177212886,5.467240554,7.760671921,2.457467873,2.755362777,7.288176301,3.640404397,4.542932883,4.029796749,6.035793575
PLRG1,4.252126399,1.451467892,4.813287935,4.231416968,0,0.793432976,0,2.610294416,3.741098188,0,4.715915269,2.202993519,1.451467892,0,2.028423449,2.842565855,3.876242359,4.715915269,4.060251802,0,0,6.856421369,2.243390362,4.901435218,4.668164829,2.04913288,2.028423449,2.028423449,1.449957386,3.775122491
PLSCR1,6.428949777,1.567981129,4.242104607,10.57456848,9.946348943,4.822562225,4.905262315,1.349851911,7.944927587,3.337152051,4.129542517,6.516914686,3.73889405,4.941695044,6.271052351,3.369319504,8.859995302,3.744383522,10.51986856,9.228325249,2.850099323,6.566677317,5.189384206,5.55756339,3.584841213,7.293906586,4.490474515,7.533569634,5.315357524,6.184326722
PLXDC2,4.070886724,4.844381031,4.070886724,4.771876113,3.971327483,6.969506045,2.942064686,0,1.449957386,5.032991564,4.313836304,6.161813602,4.698663655,0,4.771876113,0,5.320508978,1.453242721,5.318998472,0,2.504413282,3.530639644,1.449957386,0,3.090035811,8.210884041,0,2.996380064,7.442348658,2.231938717
PLXNB2,3.744396751,1.202427021,3.744396751,1.453242721,5.238799871,7.268710308,1.766007652,2.057983752,0,1.202427021,1.372582481,3.180816119,1.453242721,0,1.453242721,1.182474334,0,3.511226472,0,0,2.968434673,3.823991404,3.240458086,0,1.182474334,3.35097158,2.057983752,1.202427021,1.372582481,2.635717055
PLXNC1,3.82710226,1.935500116,6.437988971,0.952409493,1.935500116,3.681347059,2.254395754,2.610294416,2.525708293,7.484854159,3.377188434,1.935500116,5.227555442,1.894505106,0.952409493,0.793432976,3.508866138,5.127213911,2.610294416,6.134915963,4.321578048,3.726760728,0.793432976,5.31273386,6.696325228,1.904823459,3.60920767,4.63793956,0.952413967,2.687938082
PLXND1,4.520739022,1.655252754,3.909305371,3.050138228,5.564558125,4.677037719,1.37158326,1.883208162,0,4.910044176,1.839310631,3.633641852,3.677161205,0,3.050138228,5.65574053,3.60947124,0,3.56176313,0,3.586169026,1.883208162,4.996598769,1.930916272,4.484973867,9.410187881,0,5.380122069,3.517865599,3.113390607
PMAIP1,0,2.770408149,0,1.567981129,1.202427021,1.202427021,0,3.609540873,0,3.085635183,0,2.928759732,1.883208162,4.250166183,0,0,1.567981129,1.726332711,3.451189291,0,1.202427021,3.609540873,1.883208162,2.523833472,0,1.726332711,1.567981129,1.202427021,2.523833472,0
PMF1,1.301986261,2.581889823,1.301986261,2.677846028,0,2.405656687,1.301986261,2.581889823,1.449957386,0,0.952413967,0,1.453242721,2.581889823,2.677846028,0,1.224603307,1.453242721,2.674560693,0,1.301986261,2.751943647,4.03184721,0,1.449957386,2.177017274,0,0,3.62697466,1.453242721
PML,0,0,0,0,0,0,0,1.349851911,0,0,0,1.349851911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMP22,2.525115998,0,0,4.005506108,2.365427684,3.30582452,1.640078425,0,2.365427684,1.640078425,2.123350185,0,2.525115998,0,1.640078425,1.182474334,1.520210854,0,0,4.045326853,1.520210854,0,1.182474334,0,2.822552759,3.76342861,4.045326853,0,2.123350185,1.182474334
PMPCA,0,2.183881936,0,0,0,0,2.183881936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMPCB,5.069807449,0,5.069807449,2.943042285,3.803242296,0,1.301986261,1.726332711,0,2.04938221,0,3.444771689,3.54781313,3.775714921,2.978463394,0,2.744814161,1.726332711,1.224603307,1.520210854,2.822197115,4.746757951,0,0,2.04938221,2.950936018,1.520210854,1.793953043,1.224603307,1.718438978
PMVK,2.999105612,0,1.572888443,0,2.999105612,0,0,0,0,1.572888443,0,0,0,1.572888443,0,0,1.426217169,0,0,1.426217169,1.426217169,0.778695996,1.426217169,0,2.999105612,1.426217169,0,1.426217169,0,0.778695996
PNISR,5.876752146,12.73394658,8.332128838,7.503908581,2.775315464,8.327958396,5.226556954,5.908728028,3.133688201,6.849009744,6.696756801,6.574491299,6.70790578,3.655756497,7.722078897,9.853898897,7.45165488,3.395894532,8.095936693,1.238926349,6.590846045,8.050323183,8.017948083,3.133688201,3.682108499,5.100270329,6.933968653,4.469776818,5.241623567,6.903016533
PNKD,0,3.255336107,0,2.052909086,2.956287107,3.740341622,0,0,0,1.202427021,0,1.202427021,1.753860087,0,1.753860087,0,2.052909086,0,2.052909086,0,3.740341622,0,0,0,0,0,2.052909086,1.202427021,0,0
PNKP,0,0,0,0,1.683015333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683015333,1.683015333,0,0,0,1.683015333,0,0,0,0,0,0
PNMA1,5.713719593,2.082868054,1.718438978,2.670848471,0,0.793432976,2.898557228,4.029015789,0,0.952409493,1.946147735,1.718438978,0,2.082868054,0.952409493,2.842565855,0,0,0,0,0,1.718438978,2.87630103,1.946147735,3.691990204,4.947690108,1.946147735,0,0,2.511871954
PNN,4.408092878,4.459738495,4.781739435,4.062126423,0,7.343619552,2.6896539,0,2.109581509,1.894505106,2.424774467,3.828020488,4.49420044,3.62652508,5.752954356,7.869005407,4.768461911,2.424774467,2.343687444,2.6896539,4.647496111,8.593002082,0,1.732019974,2.424774467,2.6896539,5.406987901,0,6.531255383,8.436379278
PNO1,3.775881962,0,3.775881962,5.019509372,1.572888443,0,0,0,0,1.572888443,0,2.202993519,0,1.572888443,2.816515853,0,0,0,0,0,0,3.366860628,0,0,1.572888443,0,2.816515853,2.816515853,0,3.366860628
PNP,0,1.629892482,0,1.958783068,2.619348288,1.629892482,2.768961489,0,9.129407965,0,7.679450578,1.238926349,3.423845524,0,1.958783068,1.629892482,5.817057705,2.291140802,6.177701942,1.238926349,2.768961489,1.449957386,1.449957386,2.291140802,1.449957386,1.958783068,2.619348288,5.801840881,3.408740454,2.768961489
PNPLA2,4.711961168,1.629892482,0,3.63025552,0,6.642562853,3.139254663,0,1.449957386,0.952409493,1.372582481,0,5.6082512,0,5.81710069,3.816737652,1.224603307,1.453242721,2.674560693,4.711961168,0,3.636802556,1.449957386,0,2.402366879,5.736440451,2.525115998,0,6.233988345,1.453242721
PNPLA6,5.297266876,0,1.301986261,1.453242721,1.838401715,2.246675696,6.017095485,5.633320164,9.054265231,0,6.55351094,3.459433421,1.453242721,2.337320517,3.790563238,2.842565855,1.838401715,1.453242721,2.768961489,0,6.180529259,2.080682258,0.793432976,1.946147735,2.739580711,3.995280615,3.784549451,5.106282006,2.109581509,5.794333181
PNPLA8,1.301986261,2.226832853,3.774398106,3.45143616,4.084922112,0.793432976,6.461370994,2.686972887,3.758572027,1.894505106,1.838401715,0,2.246520397,4.121337959,3.471123704,3.265844821,4.147096694,0,5.371606471,3.771064558,2.386077932,3.222156573,2.713603287,0,4.94043614,1.224603307,5.609466274,0,3.144773619,4.914770935
PNPT1,4.608900638,3.386308957,0,0.952409493,3.762194779,1.202427021,3.136291429,0,0,2.154836513,0,1.202427021,2.37814939,0,0.952409493,2.04913288,3.643859429,0,0,3.643859429,4.84628645,1.418887747,2.559767758,0,3.512177251,5.56131013,1.084091671,3.762194779,0,1.418887747
PNRC1,6.473557221,13.02790044,13.01922981,12.9134054,16.07899647,14.32631764,16.85059762,20.96265241,20.45860577,13.07985851,16.12682407,17.94583342,12.99826191,13.65113134,11.31566341,14.79651993,13.8488923,9.941124656,22.58386776,12.93371023,14.05799119,12.97132881,15.20500139,17.31697555,14.74618733,14.54584078,9.828098548,17.40356101,15.38143145,11.63218272
POGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POGLUT1,0,1.567981129,0,3.525185733,0,0,0,5.570380591,2.337320517,1.883208162,2.424774467,1.349851911,1.883208162,2.337320517,2.337320517,0,5.076847267,2.424774467,3.451189291,3.041296276,1.084091671,4.307982629,1.883208162,1.957204605,2.424774467,0,2.6520728,2.337320517,0,0
POGZ,0,1.567981129,0,3.744993928,0,0,0.952409493,0,0,0.952409493,0,0,0,0,2.1770128,0,2.792584436,0,2.792584436,0,0,0,0,0,0.952409493,2.1770128,1.567981129,0,1.224603307,0
POLB,3.338896095,0,3.338896095,0,1.572888443,0,1.766007652,0,0,1.572888443,0,0,0,1.572888443,0,0,0,0,0,0,1.766007652,2.544703648,0,0,1.572888443,0,0,0,0,0.778695996
POLD3,0,0,0,1.926375502,0,2.719808478,0,1.815089112,0,0,0,1.815089112,3.720328545,2.228848263,1.926375502,0.793432976,0,1.926375502,0,0,0,0.778695996,0.793432976,2.228848263,0.793432976,0,0,1.793953043,2.228848263,3.498504474
POLD4,1.978389099,0,1.978389099,0,1.978389099,0,2.768961489,0,2.768961489,0,2.768961489,1.978389099,2.28565133,1.732019974,0,0,0,0,2.768961489,0,2.768961489,0.778695996,0,1.732019974,0,1.978389099,0,5.054612818,1.732019974,3.547657485
POLDIP2,1.572888443,0,4.183182859,2.677846028,3.630872195,6.095794402,1.791134954,6.551486331,1.791134954,5.247231559,2.424774467,0,3.336450883,3.364023397,2.677846028,2.584567929,3.649377774,5.936000939,5.718105886,0,1.791134954,6.365966381,4.73462489,2.610294416,4.791095886,1.224603307,2.057983752,0,1.224603307,4.03781065
POLDIP3,2.04913288,0,0,0,0,1.439315501,0,3.076184622,0,0,0,4.777172674,0,1.726332711,0,3.488448381,2.785079723,1.726332711,0,2.785079723,1.084091671,1.726332711,1.439315501,0,1.439315501,3.775465591,1.084091671,1.700988052,0,1.439315501
POLE3,1.978389099,0,1.978389099,1.37158326,3.732249185,0.793432976,1.37158326,0,0,1.37158326,0,1.978389099,1.753860087,0,5.571511057,0.793432976,0,2.44606771,0,0,0,0.778695996,0.793432976,0,2.165016236,3.349972359,0,0,0,1.572128972
POLE4,0,3.318478071,1.930916272,3.509361978,4.971745008,4.111911047,0.952409493,2.098780882,3.810757624,4.857275957,3.810757624,3.301207902,4.818490494,2.556952485,0.952409493,6.812756208,3.769317988,2.702439444,2.556952485,0,5.105699202,1.972355909,5.281301734,6.605711625,3.676758741,0.952409493,1.838401715,8.392735222,0,2.724349248
POLG,0,0,0,1.37158326,0,0,1.37158326,0,0,1.37158326,0,0,0,0,1.37158326,0,0,0,0,0,0,0,0,0,1.37158326,1.37158326,0,0,0,0
POLI,0,0,0,2.028423449,0,0,0,1.349851911,0,2.702439444,0,1.349851911,2.702439444,0,2.028423449,0,0,2.702439444,0,0,0,0,0,2.702439444,0,0,2.028423449,4.730862892,0,0
POLK,0,3.120185129,1.464932375,2.980832941,4.21156548,5.163979447,3.63938238,6.708217989,0,2.607662247,0.952413967,3.120185129,0,0,2.980832941,0,0,4.021245101,0,2.686972887,1.655252754,3.335008723,4.021245101,0,0.952409493,1.904823459,7.271709062,3.683676203,0.952413967,0.778695996
POLL,0,2.082868054,2.56185776,1.37158326,0,0.793432976,1.37158326,2.082868054,0,1.37158326,0,0,1.793953043,2.082868054,3.933441021,3.355290736,0,0,0,0,0,0,2.87630103,0,2.165016236,1.37158326,2.56185776,1.793953043,0,3.355290736
POLR1D,5.980981321,9.802271616,3.291327421,2.670848471,7.350862023,13.08294417,7.617080283,3.076184622,4.120161116,10.41178547,6.161312835,8.187536739,10.96838942,5.090356108,5.88858379,8.048230478,7.055071843,4.428772155,2.190486118,3.773745571,4.077653645,6.913121586,0.793432976,2.702439444,3.318730911,7.010196658,3.413117833,5.698819507,6.521940573,5.081702904
POLR2A,1.718438978,1.567981129,1.718438978,3.286420107,1.683015333,0,0,0,0,0,0,1.718438978,0,0,0,0,1.567981129,0,3.250996462,1.683015333,0,1.718438978,0,1.683015333,0,0,1.567981129,0,0,1.718438978
POLR2B,1.946147735,1.451467892,0,1.678554968,0,1.745846943,1.946147735,1.946147735,2.291140802,0,5.189702504,0,4.235475186,1.732019974,1.678554968,0.793432976,4.214114531,2.291140802,1.678554968,1.084091671,1.084091671,0,0.793432976,5.969308511,2.739580711,4.57711667,3.030239407,2.784007294,4.362988908,0.793432976
POLR2C,0,0,0,2.028423449,0,0,0,1.349851911,0,0,0,1.349851911,0,0,2.028423449,0,1.793963536,0,0,1.793963536,1.793963536,0,0,0,0,0,3.822386984,2.028423449,0,0
POLR2D,3.775881962,1.629892482,3.775881962,2.202993519,1.572888443,2.582306448,2.768961489,0,4.6891318,1.572888443,3.721375455,2.202993519,1.629892482,3.801736706,0,1.629892482,0,0,4.6891318,0,2.768961489,4.12316383,1.920170311,2.228848263,3.493058754,0.952413967,0,2.768961489,5.101432541,4.971955008
POLR2E,10.6370783,6.337927092,5.077868223,6.448820675,4.201532633,6.958565962,7.903515485,1.946147735,2.109581509,5.980966643,4.370922202,7.983538367,10.02036589,1.572888443,4.864691198,4.302896221,9.179135634,7.083668367,2.792584436,7.165690328,7.124303631,9.280466526,1.426217169,5.151798915,7.370027814,6.783813382,4.598220535,7.628248412,7.989566305,4.820103349
POLR2F,5.340460301,0,3.291327421,2.943042285,3.255903776,3.331347577,0,0,4.400722311,1.572888443,2.291140802,3.828020488,0,1.572888443,1.224603307,2.842565855,1.224603307,2.291140802,2.907618641,1.683015333,4.647496111,3.327380545,0.793432976,3.974156135,2.366321419,3.273736187,0,0,3.334184817,4.120813521
POLR2G,2.18684517,9.626365938,5.159960731,6.646886248,4.067757476,7.370893263,8.133418959,2.598102971,4.656465409,5.184048093,6.539190317,9.201499358,3.829617281,6.272017171,5.973306238,6.539837884,8.530258133,6.94680717,5.972041911,5.397328418,2.993561974,4.611619637,5.155055456,0,2.424774467,3.411448477,2.56185776,4.998305855,9.497421226,4.352992714
POLR2H,2.04913288,0,2.472411845,1.837056256,0,0,7.07842959,0,2.768961489,1.837056256,5.193735956,0,0,0,1.837056256,4.521544725,2.424774467,2.424774467,2.768961489,0,2.768961489,2.424774467,0,0,4.261830723,3.886189136,0,2.768961489,0,2.768961489
POLR2I,7.126972175,1.202427021,2.202993519,4.231416968,3.601289678,1.995859996,0,1.349851911,0,1.202427021,1.923929732,4.755272451,2.525115998,1.923929732,2.028423449,0.793432976,2.398862657,1.923929732,0,4.923978656,3.601289678,2.981689516,3.192295633,0,3.192295633,2.398862657,4.553539447,5.629713127,1.923929732,3.775122491
POLR2J,7.249327313,4.309700907,5.057335073,8.498663003,3.764880683,0,3.137590912,4.297695703,0,5.329214262,2.92315132,3.933266628,0,12.71100782,2.596186567,0,8.133710403,5.13797897,3.45143616,5.94316038,5.751963428,9.401121596,4.274860294,4.186052867,10.28644812,7.003006457,1.793963536,2.19199224,3.45345157,7.108710386
POLR2J3,2.373881558,3.82534945,0,0,0,0.793432976,0,0,0,2.373881558,0,0,1.451467892,0,2.373881558,3.167314534,1.451467892,0,0,0,0,0,0.793432976,0,0.793432976,0,0,0,2.373881558,0.793432976
POLR2K,4.635801635,4.326069309,2.525708293,1.224603307,0,3.483086876,4.635801635,4.820749153,2.525708293,0,1.946147735,0,1.451467892,4.606621391,3.914257207,3.483086876,2.676071199,0,1.224603307,5.215362193,0,3.468349896,3.668034393,3.678167709,5.265289004,5.860404943,1.946147735,0,5.646277181,1.572128972
POLR2L,3.020425239,5.576795075,3.020425239,5.802646159,3.040828736,6.841159927,4.43827769,3.541421823,3.947983225,6.698763504,6.023891901,10.76235545,7.978786025,1.726332711,4.084207181,0,6.791534473,3.179575432,3.869041086,1.084091671,5.698086462,5.525453947,2.353440872,2.353440872,0.952409493,6.352301239,5.275934259,2.996380064,7.973626663,3.950377695
POLR2M,0,0,0,1.957204605,0,0,0,0,0,0,0,1.985980398,0,0,0,0,1.985980398,0,0,3.943185002,0,0,0,1.957204605,0,0,0,1.985980398,0,0
POLR3C,1.572888443,0,1.572888443,0,1.572888443,0.952413967,0,1.349851911,0,4.275327887,0.952413967,1.349851911,2.702439444,1.572888443,0,0,0,2.702439444,0,0,0,0,0,2.702439444,1.572888443,0.952413967,0,2.702439444,0.952413967,0
POLR3GL,4.29112365,0,1.766007652,3.25303558,2.057983752,2.851416728,1.766007652,2.057983752,0,2.702439444,0,0,5.227555442,0,0,0.793432976,0,4.760423196,0,5.778151579,1.766007652,3.823991404,2.851416728,5.955475024,0.793432976,0,4.58309975,2.702439444,0,0.793432976
POM121,0,5.469177011,0,0.952409493,1.202427021,1.202427021,3.136291429,2.082868054,0,2.154836513,0,1.202427021,0,2.082868054,0.952409493,0,0,0,0,0,1.202427021,0,2.082868054,0,0.952409493,0.952409493,0,1.202427021,0,0
POM121C,0,2.052909086,0,3.424492346,0,0,1.37158326,0,1.449957386,1.37158326,0,0,0,0,1.37158326,0,2.052909086,0,3.502866472,0,0,1.449957386,1.449957386,0,2.821540646,1.37158326,2.052909086,0,1.449957386,0
POMP,7.287716041,6.372549578,12.34221298,11.44844309,3.32674853,8.395241937,17.32780454,9.833902662,10.06576184,13.67408412,10.36143642,7.213288115,13.45089499,11.92543863,12.3203318,9.450516969,2.308694978,11.10292751,11.33459838,1.084091671,8.988783281,11.71547136,7.408448539,9.17495969,11.6202484,10.26340946,8.121963312,10.59811379,7.430855359,19.73323143
POP4,1.766007652,1.202427021,1.766007652,0,1.202427021,3.325777206,3.737564551,1.349851911,1.972355909,3.555867893,6.775671301,4.523835831,2.353440872,0,0,1.972355909,0,2.679965207,0,1.971556899,4.940790581,4.517059557,2.353440872,4.325796781,0,4.803315393,2.353440872,1.202427021,4.094907084,0.778695996
POP7,3.551277542,0,3.551277542,0,3.551277542,0.793432976,0,0,2.109581509,1.572888443,0,4.087970608,0,1.572888443,0,0.793432976,0,0,0,0,2.109581509,0,0.793432976,0,2.366321419,1.978389099,0,0,2.109581509,0.793432976
POR,4.132992906,1.451467892,0,0,0,2.980278146,4.132992906,3.295999647,2.764855916,1.894505106,4.711003651,1.349851911,1.451467892,1.894505106,2.18684517,5.745134062,1.451467892,0,0,2.18684517,2.764855916,4.951701086,0.793432976,4.711003651,2.739580711,4.132992906,1.946147735,0,2.18684517,2.687938082
POU2F1,0,1.451467892,0,2.365427684,4.048443017,0.793432976,0,2.337320517,7.493195244,0,2.790447043,0,1.451467892,2.337320517,2.337320517,0.793432976,1.451467892,2.790447043,1.683015333,1.683015333,0,0,0.793432976,4.473462377,0.793432976,0,0,2.337320517,0,0.793432976
POU2F2,4.633691202,5.203330957,4.633691202,2.792584436,1.978389099,1.372582481,4.839184039,0,0,0,5.054954691,1.978389099,3.829617281,0,1.224603307,0,4.244052327,3.682372209,2.792584436,0,2.655302103,3.4339981,0,0,0,8.257947096,1.567981129,0,2.597185789,0.778695996
POU3F2,0,2.082868054,0,2.980832941,1.753860087,0.793432976,0.952409493,2.082868054,0,0.952409493,1.923929732,0,1.753860087,5.73881776,4.734693028,0.793432976,1.084091671,1.923929732,0,1.084091671,1.084091671,0,2.87630103,1.732019974,1.745842468,0.952409493,3.11251512,2.028423449,3.655949706,0.793432976
PPA1,7.26930884,2.426206428,7.976521879,4.448557363,5.902176248,5.37115447,1.301986261,10.57598434,2.337320517,7.412636631,1.923929732,8.371313185,3.413541761,8.048966342,2.337320517,2.944948043,5.419731617,4.138757382,6.023836177,7.376936221,7.908997956,10.58557554,8.261571181,4.567499021,6.420917863,4.117909027,2.27772389,7.905534671,1.923929732,6.600167911
PPA2,6.989846677,2.874608311,1.572888443,0,1.572888443,1.630440062,0,0,0,4.447496754,1.923929732,0,0,3.496818175,2.874608311,7.047398296,0,1.923929732,0,0,0,0,1.630440062,0,3.203328505,2.542349923,0,0,4.798538043,1.630440062
PPARA,0,0,0,0.952409493,0,3.490328569,0.952409493,0,1.920170311,0.952409493,0.952413967,0,0,0,0.952409493,0,0,0,1.920170311,0,2.537914602,1.920170311,1.920170311,0,2.872579804,1.904823459,0,0,2.872584278,0
PPARD,0,0,0,2.405652213,0,1.453242721,2.923966391,0,0,2.846914599,0,1.971556899,1.453242721,1.894505106,2.405652213,0,0,1.453242721,0,1.971556899,0,0.778695996,0,0,0.952409493,0.952409493,0,0,1.971556899,4.126443823
